Ownership,Board,Year of Establishment,Co-Ed Status,Campus Size,Campus Type,Class,Boarding,Infrastructure,Safety and Security,Advanced Facilities,Extra Curricular,Sports and Fitness,Lab,Disabled Friendly,hall_of_fame,gallery,address,email,website,phone_no,school_name,school_image,class_offered,sf_ratio
Private,CBSE,2002,Co-Education,1.02 Acres,Urban,"['AC Classes', 'Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Drama', 'Gardening', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']",['Ramps'],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Building_UA_210301_132821.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Prestige_Convent_Senior_Secondary_School_1505_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Prestige_Convent_Senior_Secondary_School_1505_Activity_1_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Prestige_Convent_Senior_Secondary_School_1505_Activity_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Prestige_Convent_Senior_Secondary_School_1505_Classroom_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Prestige_Convent_Senior_Secondary_School_1505_Event_1_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Prestige_Convent_Senior_Secondary_School_1505_Event_2_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Prestige_Convent_Senior_Secondary_School_1505_Sports_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Prestige_Convent_Senior_Secondary_School_1505_Trip_9.jpg']","Pocket B-5, Sector 8, Rohini, North West Delhi, 110085",prestigeconventschool.pcs@gmail.com,www.prestigeconventschool.in,"011-27942442,011-27942443",Prestige Convent School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,30:1
Private,CBSE,2006,Co-Education,1.33 Acres,Rural,['Wifi'],[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2188/Building2_UA_210416_150137.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Building_UA_210416_145910.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Activity2_UA_210416_150200.jpg']","Dhasna Road, Issapur, South West Delhi, 110073",krdinternationalschool@gmail.com,http://www.krdinternationalschool.com,9582955047,K.R.D. International School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,30:1
Private,CBSE,2000,Co-Education,1.34 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2188/Mata_Nand_Kaur_Public_School_1632_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Mata_Nand_Kaur_Public_School_1632_Chemistry_Lab_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Mata_Nand_Kaur_Public_School_1632_ComputerLab_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Mata_Nand_Kaur_Public_School_1632_Library_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Mata_Nand_Kaur_Public_School_1632_PhysicsLab_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Mata_Nand_Kaur_Public_School_1632_Racing_6.jpg']","Najafgarh- Dhansa Road, Dhansa, South West Delhi, 110073",mnkpsschool@gmail.com,http://www.matanandkaur.com,"8130106691,9318301492",Mata Nand Kaur Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,28:1
Private,CBSE,2002,Co-Education,NA,Urban,[],[],"['Library/Reading Room', 'Playground']",[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']",['Ramps'],[],"['https://images.uniapply.com/uploads/college/image/500/2176/Sachdeva_Convent_School_1056_Activity_1_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Sachdeva_Convent_School_1056_Event_2_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Sachdeva_Convent_School_1056_Event_1_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Sachdeva_Convent_School_1056_Event_4.jpg']","Street No.5, Sangam Vihar, Wazirabad, North Delhi, 110084",http://sachdevaconventschool.com,"9250935556,9312555007",,Sachdeva Convent School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,32:1
Private,CBSE,1998,Co-Education,.0002 Acre,Urban,[],[],['Library/Reading Room'],[],"['Medical Room', 'Transportation']",[],['Indoor Sports'],[],[],[],[],"GD-7, Pul Pehladpur, Badarpur, South East Delhi, 110044",mps.ppp.nd@gmail.com,9312723430,,New Modern Playway School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Pre-Nursery - KG,20:1
Private,CBSE,2000,Co-Education,NA,Urban,"['AC Classes', 'Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']","['CCTV', 'GPS Bus Tracking App', 'Student Tracking App']","['Alumni Association', 'Day care', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Drama', 'Gardening', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Swimming Pool', 'Karate', 'Taekwondo', 'Yoga']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2172/Bharat_Bharti_Public_School_1875_Building2_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Bharat_Bharti_Public_School_1875_Building_2.jpg']","New Kondli,  D-96, Mayur Vihar Phase 3, East Delhi, 110096",bbpschool@gmail.com,bharatbhartipublicschool.ztc.in,8383852893,Bharat Bharti Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,25:1
Private,CBSE,2002,Co-Education,0.83 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Taekwondo']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms', 'Elevators']",[],"['https://images.uniapply.com/uploads/college/image/500/2188/MDH_International_School_1636_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/MDH_International_School_1636_Dance_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/MDH_International_School_1636_Funny_Masking_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/MDH_International_School_1636_Game_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/MDH_International_School_1636_Infra_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/MDH_International_School_1636_Outing_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/MDH_International_School_1636_Prayer_Assembly_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/MDH_International_School_1636_Prayer_Ground_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/MDH_International_School_1636_Republic_Day_Activity_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/MDH_International_School_1636_Sports_1_10.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/MDH_International_School_1636_Sports_11.jpg']","Plot Number 3, Pocket 2, Sector 6, Dwarka, South West Delhi, 110075",contact@mdhinternationalschool.co.in,https://www.mdhinternationalschool.co.in,"011-25075792,011-25075793",MDH International School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Pre-School (Nursery) - Class 12,22:1
Private,CBSE,2003,Co-Education,3 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Alumni Association', 'Medical Room', 'Transportation']","['Dance', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2188/Building_2_UA_210412_182748.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Building_3_UA_210412_182804.png', 'https://images.uniapply.com/uploads/college/image/500/2188/Building_UA_210412_182824.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Celeberation_UA_210412_182837.png', 'https://images.uniapply.com/uploads/college/image/500/2188/Classroom_UA_210412_182847.png', 'https://images.uniapply.com/uploads/college/image/500/2188/Transport_UA_210412_182900.png']","Kakrola Road, Dwarka Vihar, Najafgarh, South West Delhi, 110043",gvpsdwarka@gmail.com,https://www.greenviewpublicschool.in/,"9999372909,9311321023,9999372912",Green View Public school,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,19:1
Private,CBSE,2009,Co-Education,1.2 Acres,Urban,['Wifi'],[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Dance', 'Debate', 'Music']","['Gym', 'Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']",['Washrooms'],[],"['https://images.uniapply.com/uploads/college/image/500/2188/The_Dev_Public_School_1686_Biology_Lab_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/The_Dev_Public_School_1686_Cultural_Programs_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/The_Dev_Public_School_1686_Chemistry_Lab_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/The_Dev_Public_School_1686_Class_Room_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/The_Dev_Public_School_1686_Dance_Room_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/The_Dev_Public_School_1686_Library_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/The_Dev_Public_School_1686_Republic_Day_Celebrations_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/The_Dev_Public_School_1686_Yoga_Day_8.jpg']","58/2, Jharoda Road, Saraswati Kunj, Najafgarh, South West Delhi, 110072",thedevpublicschool@gmail.com,"8076414499,9650504492",,The Dev Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 11,46:1
Private,CBSE,2005,Co-Education,2.03 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Gym', 'Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms', 'Elevators']",[],"['https://images.uniapply.com/uploads/college/image/500/2188/BVM_Public_School_1601_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/BVM_Public_School_1601_Annual_Function_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/BVM_Public_School_1601_Campus_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/BVM_Public_School_1601_Classroom_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/BVM_Public_School_1601_Outside_Court_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/BVM_Public_School_1601_School_Captains_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/BVM_Public_School_1601_Science_Lab_7.jpg']","C Block, Ajay Park, Naya Bazar, Najafgarh, South West Delhi, 110043",bvmpschool@gmail.com,http://www.bvmpublicschool.com,"8750011120,8750011121",BVM Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,23:1
Private,CBSE,1986,Co-Education,2.6 Acres,Urban,"['AC Classes', 'Smart Classes']",[],"['Library/Reading Room', 'Playground']","['CCTV', 'GPS Bus Tracking App']","['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Gardening', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Taekwondo']","['Computer Lab', 'Science Lab', 'Robotics Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2190/K_R_Mangalam_World_School_1249_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/K_R_Mangalam_World_School_1249_Biology_Lab_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/K_R_Mangalam_World_School_1249_Chemistry_Lab_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/K_R_Mangalam_World_School_1249_Inside_Area_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/K_R_Mangalam_World_School_1249_Library_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/K_R_Mangalam_World_School_1249_Music_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/K_R_Mangalam_World_School_1249_Physics_Lab_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/K_R_Mangalam_World_School_1249_Play_Ground_8.jpg']","H-Block, Behind PVR Sonia Complex, Vikaspuri, West Delhi, 110018","vikaspuri@krmangalam.com,admission@krmangalam.com,hr@krmangalam.com,principal.vp@krmangalam.com",http://krmangalam.com/vikaspuri,"011-28541440,011-28541110",K.R. Mangalam World School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,16:1
Private,CBSE,2005,Co-Education,2 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Karate', 'Yoga']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2190/Pioneer_Convent_Senior_Secondary_School_1269_Building_2_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Pioneer_Convent_Senior_Secondary_School_1269_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Pioneer_Convent_Senior_Secondary_School_1269_Basketball_Court_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Pioneer_Convent_Senior_Secondary_School_1269_Activity_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Pioneer_Convent_Senior_Secondary_School_1269_Assembly_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Pioneer_Convent_Senior_Secondary_School_1269_Classroom_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Pioneer_Convent_Senior_Secondary_School_1269_Indoor_Sports_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Pioneer_Convent_Senior_Secondary_School_1269_Lab_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Pioneer_Convent_Senior_Secondary_School_1269_Library_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Pioneer_Convent_Senior_Secondary_School_1269_Physics_lab_10.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Pioneer_Convent_Senior_Secondary_School_1269_Smart_Class_11.jpg']","Opposite Sudanshu Ji Maharaj Ashram, Loknayak Puram, Bakkarwala, West Delhi, 110041",pioneerconvent@gmail.com,http://pioneerconventloknayakpuram.com,"011-28341408,9953053013",Pioneer Convent Senior Secondary School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Pre-School (Nursery) - Class 12,23:1
Private,IEYC,2015,Co-Education,0.16 Acre,Urban,"['AC Classes', 'Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Library/Reading Room', 'Playground']","['CCTV', 'GPS Bus Tracking App']","['Day care', 'Meals', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Drama', 'Gardening', 'Music', 'Picnics and excursion']","['Gym', 'Indoor Sports', 'Outdoor Sports', 'Taekwondo', 'Yoga']",['Computer Lab'],[],[],"['https://images.uniapply.com/uploads/college/image/500/2190/Indoor_Play_210219_154604.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Playarea_UA_210220_152402.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Activity2_UA_210220_152405.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Event_UA_210220_152444.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Dance_UA_210220_152447.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Auditorium_UA_210220_152450.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Music_Room_UA_210220_152453.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Activity_UA_210220_152457.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Classroom_UA_210220_152459.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Classroom1_UA_210220_152502.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Classroom2_UA_210220_152507.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Activity1_UA_210220_152512.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Dance1_UA_210220_152515.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Classroom3_UA_210220_152520.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Library_UA_210220_152525.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Yoga_UA_210219_154037.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Activity_UA_210219_154935.jpg']","J - 8, RBI Enclave, Outer Ring Road, Reserve Bank Enclave, Paschim Vihar, West Delhi, 110063",mail@inspireschool.net,www.inspireschool.net,"9599598557, 9599598559",Inspire School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Pre-Nursery - Class 5,20:1
Private,CBSE,1978,Co-Education,2 Acres,Urban,"['AC Classes', 'Smart Classes', 'Wifi']","['Boys Hostel', 'Girls Hostel']","['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']","['GPS Bus Tracking App', 'Student Tracking App']","['Alumni Association', 'Day care', 'Meals', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Drama', 'Gardening', 'Music']","['Gym', 'Indoor Sports', 'Outdoor Sports', 'Karate', 'Taekwondo', 'Yoga']","['Computer Lab', 'Science Lab', 'Robotics Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2190/Doon_Public_School_1228_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Doon_Public_School_1228_Annual_Day_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Doon_Public_School_1228_Event_1_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Doon_Public_School_1228_Laboratory_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Doon_Public_School_1228_Music_Band_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Doon_Public_School_1228_Seminar_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Doon_Public_School_1228_Smart_Class_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Doon_Public_School_1228_Students_8.jpg']","B2, Paschim Vihar, West Delhi, 110063",doonpublic_school@yahoo.co.in,www.doonbharti.in,"011-42316890,011-25268686,011-25252197,9821286692",Doon Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Pre-Nursery - Class 12,18:1
Private,CBSE,1969,Co-Education,0.3 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],['Medical Room'],"['Art and Craft', 'Dance', 'Music']","['Gym', 'Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']",['Washrooms'],[],"['https://images.uniapply.com/uploads/college/image/500/2190/S_D_Public_School_Moti_Nagar_159_1367_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/S_D_Public_School_Moti_Nagar_159_1367_Campus_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/S_D_Public_School_Moti_Nagar_159_1367_Construction_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/S_D_Public_School_Moti_Nagar_159_1367_Infrastructure_4.jpg']","Block - 10, Moti Nagar, West Delhi, 110015",sdps.motinagar69@gmail.com,http://www.sdpsmotinagar.org,011-25460069,S.D. Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,17:1
Private,CBSE,1996,Co-Education,1 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Library/Reading Room', 'Playground']","['CCTV', 'GPS Bus Tracking App']","['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Drama', 'Gardening', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Karate', 'Yoga']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']","['International Dimension in Schools Award by British Council, 2020-2023']","['https://images.uniapply.com/uploads/college/image/500/2180/Nav_Bharti_Public_School_1496_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Nav_Bharti_Public_School_1496_Activity_1_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Nav_Bharti_Public_School_1496_Activity_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Nav_Bharti_Public_School_1496_Classroom_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Nav_Bharti_Public_School_1496_Sports_5.jpg']","D5, Deepali, Pitampura, North West Delhi, 110034",navbhartipublicschool@yahoo.co.in,http://www.navbhartipublicschool.com/,011-27010908,Nav Bharti Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,25:1
Private,CBSE,2009,Co-Education,0.92 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Drama', 'Gardening', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Swimming Pool', 'Yoga']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/Tecnia_International_School_1546_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tecnia_International_School_1546_Auditorium_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tecnia_International_School_1546_Chemistry_Lab_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tecnia_International_School_1546_Class_Activity_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tecnia_International_School_1546_Classroom_2_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tecnia_International_School_1546_Computer_Lab_2_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tecnia_International_School_1546_Computer_LAb_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tecnia_International_School_1546_Design_Lab_8.png', 'https://images.uniapply.com/uploads/college/image/500/2180/Tecnia_International_School_1546_Library_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tecnia_International_School_1546_Music_Room_10.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tecnia_International_School_1546_School_Building_2_11.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tecnia_International_School_1546_School_Building_12.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tecnia_International_School_1546_Smart_Class_13.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tecnia_International_School_1546_Sports_Ground_14.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Tecnia_International_School_1546_Swimming_Pool_15.jpg']","F-19, Sector 8, Rohini, North West Delhi, 110085",principaltis@tecnia.in,https://tis.tecnia.in/,"011-27942400,011-27948500,9250408920",Tecnia International School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,10:1
Private,NA,NA,Co-Education,NA,NA,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']",[],[],[],[],[],"Near Rithala Metro Station, Sector 5, Rohini, North West Delhi, 110085",9810064173,,,Sree Chaitanya Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,NA
Private,CBSE,1971,Co-Education,2 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],['Medical Room'],"['Art and Craft', 'Dance', 'Debate', 'Drama', 'Gardening', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Karate', 'Taekwondo', 'Yoga']","['Computer Lab', 'Science Lab']",['Washrooms'],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Lions_Public_School_1470_Building_2_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Lions_Public_School_1470_Building_3_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Lions_Public_School_1470_Building_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Lions_Public_School_1470_Event_1_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Lions_Public_School_1470_Event_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Lions_Public_School_1470_Fun_Activity_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Lions_Public_School_1470_Main_Gate_7.jpg']","I-Block, Phase 1, Ashok Vihar, North West Delhi, 110052",lions_public_school@yahoo.co.in,www.lpsashokvihar.com,011-47062575,Lions Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,25:1
Private,CBSE,2013,Co-Education,3 Acres,Urban,"['AC Classes', 'Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Library/Reading Room', 'Playground']",['CCTV'],"['Meals', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Drama', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab', 'Robotics Lab']",['Ramps'],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Building_UA_210227_154233.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Activity_UA_210227_154238.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Yoga_UA_210227_154241.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Playground_UA_210227_154244.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Outdoor_Play_UA_210227_154249.jpg']","D-248 B, Phase 1, Ashok Vihar, North West Delhi, 110052",info@lotusvedagroup.com,https://lotusvedainternationalschool.com/,"9643056418,9643056417",Lotus Veda International School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Pre-Nursery - Class 6,20:1
